id,entity_id,category_id,,,,,,,
,1962,,#N/A,#N/A,ADIGES SRL,www.adiges.com,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",Fabricación de carpintería metálica,
,1963,,#N/A,#N/A,STAMPIN MAREK SA,www.tejados.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,1964,,#N/A,#N/A,METALURGICA GAPSOF SRL,www.metalurgicagapsof.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios, la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",
,1965,,#N/A,#N/A,MAIPLAS SA,www.maiplas.com.ar,"Fabricación de tejidos (telas) planos de algodón y sus mezclas, incluye hilanderías y tejedurías integradas",Venta al por mayor de mercancías n.c.p.,
,1966,,#N/A,#N/A,CHILLY DESIGN SRL,www.chilly.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)","Venta al por menor de artículos para el hogar n.c.p. (Incluye perchas, marcos, cuadros, etc.)",
,1967,,#N/A,#N/A,COMERCIAL RAM SA,www.citynet.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Venta al por mayor de mercancías n.c.p.,
,1968,,#N/A,#N/A,CEMA INSTALACIONES SRL,www.argentina.com,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",Fabricación de productos elaborados de metal n.c.p.,
,1969,,#N/A,#N/A,GREGORIO BROQUETAS SACIIA,www.broquetas.com.ar,Fundición de metales no ferrosos,Fabricación de productos elaborados de metal n.c.p.,
,1970,,#N/A,#N/A,OVNIPLAST SA,www.ovniplast.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,1971,,#N/A,#N/A,TANKCOATING SA,www.tankcoating.com.ar,Tratamiento y revestimiento de metales y trabajos de metales en general,"Servicios relacionados con la construcción. (Incluye los servicios prestados por ingenieros, arquitectos y técnicos)",
,1972,,#N/A,#N/A,CERRAMIENTOS MOVILES SA,www.cerramientosmoviles.com,Fabricación de carpintería metálica,"Instalaciones de carpintería, herrería de obra y artística (Incluye instalación de puertas y ventanas, carpintería metálica y no metálica, etc.)",
,1973,,#N/A,#N/A,FIBRASINT SRL,www.fibrasint.com.ar,"Confección de ropa de trabajo, uniformes y guardapolvos",,
,1974,,#N/A,#N/A,HEBILLAS BARTH SRL,,Fabricación de productos metálicos de tornería y/o matricería,,
,1975,,#N/A,#N/A,HILANDERIA DEL PASO REY SAIC,www.pasodelrey.com,Fabricación de hilados textiles de algodón y sus mezclas,,
,1976,,#N/A,#N/A,LIGUEN ILUMINACION SRL,www.ligueniluminacion.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)","Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.",
,1977,,#N/A,#N/A,PAPELERA LA MILAGROSA SRL,,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario,,
,1978,,#N/A,#N/A,FEGOMAT SA,www.sinectis.com.ar,Fabricación de productos de caucho n.c.p.,Fabricación de autopartes de caucho excepto cámaras y cubiertas,
,1979,,#N/A,#N/A,NITROPHYL SA,www.nitrophyl.com.ar,Fabricación de productos de caucho n.c.p.,,
,1980,,#N/A,#N/A,O R L HORNOS ELECTRICOS SA,www.orlhornos.com.ar,Fabricación de hornos hogares y quemadores,,
,1981,,#N/A,#N/A,ENTRETELAS AMERICANAS SA,www.chargeurs-interlining.com,Fabricación de productos textiles n.c.p.,Acabado de productos textiles,
,1982,,#N/A,#N/A,ONACSEL SA,www.la-constancia.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera",,
,1983,,#N/A,#N/A,FORVIS SRL,www.forvis.com.ar,Fabricación de máquinas herramienta,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,1984,,#N/A,#N/A,ARGENSINTER SRL,www.argensinter.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,1985,,#N/A,#N/A,MARMICOC ARGENTINA SA,www.marmicoc.com,Fabricación de productos elaborados de metal n.c.p.,Cultivo de cereales de uso forrajero n.c.p.,
,1986,,#N/A,#N/A,HIDRAULICA SAN FRANCISCO SRL,www.hidraulicasanfco.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de maquinaria y equipo de uso especial n.c.p.,
,1987,,#N/A,#N/A,ANTENUCCI Y COMPANIA SA,www.antenucci.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,1988,,#N/A,#N/A,FAYSER SRL,www.fayser.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,1989,,#N/A,#N/A,NOR TRADING SRL,www.nortrading.com.ar,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",Fundición de hierro y acero,
,1990,,#N/A,#N/A,URK SA,,Fabricación de productos textiles n.c.p.,Venta al por mayor de mercancías n.c.p.,
,1991,,#N/A,#N/A,KOTEX SRL,,Fabricación de productos textiles n.c.p.,,
,1992,,#N/A,#N/A,AMERICAN FAMICAR SA,,Fabricación de productos textiles n.c.p.,Venta al por menor de prendas y accesorios de vestir n.c.p.,
,1993,,#N/A,#N/A,ALFACORK SA,,Fabricación de productos de corcho,,
,1994,,#N/A,#N/A,METALQUIMICA BANCHIO HNOS SA,www.metalquimicabanchio.com,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,"Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,1995,,#N/A,#N/A,CASILLAS EL IMAN SA,www.altaitalialp.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,Servicio de transporte automotor de cereales,
,1996,,#N/A,#N/A,FILOMAR CRISTALES SA,,Fabricación de productos de vidrio n.c.p.,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
,1997,,#N/A,#N/A,FIGMAY SRL,,Fabricación de productos de vidrio n.c.p.,,
,1998,,#N/A,#N/A,AKIAN GRAFICA EDITORA SA,www.akiangrafica.com.ar,"Impresión n.c.p., excepto de diarios y revistas","Edición de libros, folletos, y otras publicaciones",
,1999,,#N/A,#N/A,VALENDAM SA,www.valendam.com.ar,"Impresión n.c.p., excepto de diarios y revistas",Venta al por mayor de papel y productos de papel y cartón excepto envases,
,2000,,#N/A,#N/A,VALAIRE SA,,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Fabricación de ventiladores, extractores de aire, aspiradoras y similares",
,2001,,#N/A,#N/A,FLEXOGRAF SRL,www.nosi.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",,
,2002,,#N/A,#N/A,DAI ICHI CIRCUITOS SA,www.fullzero.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Fabricación de componentes electrónicos,
,2003,,#N/A,#N/A,TECNOWELD SA,www.argenflow.com.ar,Fabricación de herramientas manuales y sus accesorios,,
,2004,,#N/A,#N/A,HUGO BRESCIA SA,www.citynet.net.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,
,2005,,#N/A,#N/A,ARE SA,www.lq.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Venta al por mayor de mercancías n.c.p.,
,2006,,#N/A,#N/A,ACRIL NORTE SA,www.rampur.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",,
,2007,,#N/A,#N/A,SIELCON SRL,www.sielcon.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)","Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",
,2008,,#N/A,#N/A,TRES EME SA,www.silos.mengo.com.ar,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)","Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",
,2009,,#N/A,#N/A,ALVAREZ LONAS SA,,Fabricación de productos textiles n.c.p.,Venta al por mayor de mercancías n.c.p.,
,2010,,#N/A,#N/A,FUNDICION DADIN SA,www.fundiciondadin.com.ar,Fundición de hierro y acero,Venta al por mayor de metales y minerales metalíferos,
,2011,,#N/A,#N/A,FIME SA,,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",,
,2012,,#N/A,#N/A,COMPAÑIA ARGENTINA DE EMBALAJES SRL,www.cae.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),"Impresión n.c.p., excepto de diarios y revistas",
,2013,,#N/A,#N/A,METAL VENETA SA,,Fundición de metales no ferrosos,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",
,2014,,#N/A,#N/A,TAMBORES DEL SUR SRL,www.tamboresdelsur.com,Tratamiento y revestimiento de metales y trabajos de metales en general,Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,2015,,#N/A,#N/A,LLANOS ACERO SA,www.llanosacero.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",Fabricación de productos metálicos de tornería y/o matricería,
,2016,,#N/A,#N/A,INDUPREM SRL,,Fabricación de premoldeadas para la construcción,Venta al por menor de materiales de construcción n.c.p.,
,2017,,#N/A,#N/A,FUNTOME SRL,www.funtome.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,2018,,#N/A,#N/A,BERGOMI SC A,www.bergomi.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2019,,#N/A,#N/A,TORNERIA TESEI SA,www.torneriatesei.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2020,,#N/A,#N/A,BEIZOSO MARCELO SERGIO FABIAN Y AMADORI GUILLERMO HORACIO SOCIEDAD DE HECHO,www.tecnomec.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2021,,#N/A,#N/A,FERRO ALFREDO JUAN Y FERRO ALFREDO MIGUEL SH,www.hootmail.com,Fabricación de productos metálicos de tornería y/o matricería,,
,2022,,#N/A,#N/A,POLYMET SRL,www.polymet.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,2023,,#N/A,#N/A,FULL TECNICA SA,www.fulltecnica.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2024,,#N/A,#N/A,IRRI AR SA,www.irri-ar.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,"Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza (Incluye venta de tractores, cosechadoras, enfardadoras, remolques de carga y descarga automática, motosierras, cortadoras de césped autopropulsadas, etc.)",
,2025,,#N/A,#N/A,MATRICERIA VICTORIA SA,www.espacio-g.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,2026,,#N/A,#N/A,GLOBBAL MILLS SRL,www.globbalmills.com.ar,Fabricación de carpintería metálica,Fabricación de aberturas y estructuras de madera para la construcción,
,2027,,#N/A,#N/A,DIMAMA SRL,,Fabricación de equipo eléctrico n.c.p.,,
,2028,,#N/A,#N/A,GRIFFO SRL,www.griffo.com.ar,Fabricación de autopartes de caucho excepto cámaras y cubiertas,,
,2029,,#N/A,#N/A,OSCAR RAUL FELIX SRL,,"Fabricación de escobas, cepillos y pinceles","Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,2030,,#N/A,#N/A,CEPINDUS SA,,"Fabricación de escobas, cepillos y pinceles",,
,2031,,#N/A,#N/A,EZIO DELL AVO E HIJOS SA,www.satlink.com,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.","Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,2032,,#N/A,#N/A,INDUSTRIAS EVEREST SAIC,www.everest.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),"Impresión n.c.p., excepto de diarios y revistas",
,2033,,#N/A,#N/A,ROTATIVOS ARES SOCIEDAD ANONIMA,,"Impresión n.c.p., excepto de diarios y revistas",,
,2034,,#N/A,#N/A,BELLPLAST SRL,www.caipe.com,Fabricación de equipo de control de procesos industriales,Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.,
,2035,,#N/A,#N/A,L R M ELECTRONICA SRL,,Fabricación de equipo de control de procesos industriales,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales",
,2036,,#N/A,#N/A,PROMETVA SRL,www.prometva.com.ar,Fabricación de productos metálicos para uso estructural,,
,2037,,#N/A,#N/A,INGENIERIA PRODOL SA,,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,
,2038,,#N/A,#N/A,JOSE ANTONIO ACEITUNO SACIFI,,Fabricación de productos metálicos para uso estructural,Cultivo de vid para vinificar,
,2039,,#N/A,#N/A,INGENIERIA DE DESARROLLOS INDUSTRIALES SA,,"Fabricación de cuerdas, cordeles, bramantes y redes","Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural",
,2040,,#N/A,#N/A,INGEO SRL,www.ingeo-electronica.com.ar,Fabricación de componentes electrónicos,Servicios personales n.c.p.,
,2041,,#N/A,#N/A,I M C A Y PER SA,www.imcaypersa.com.ar,"Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes",Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),
,2042,,#N/A,#N/A,ENCLAR SA,www.enclar.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),,
,2043,,#N/A,#N/A,KURSAAL SA,,"Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.)",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,2044,,#N/A,#N/A,AMERICAN SURGERY SA,www.americansurgerysa.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Venta al por menor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",
,2045,,#N/A,#N/A,HER BRON SRL,www.herbron.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",,
,2046,,#N/A,#N/A,RUBERLAC SA,,Aserrado y cepillado de madera implantada,Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,2047,,#N/A,#N/A,IRUMA SA,www.iruma.com.ar,Fabricación de bombas 2,Reparación y mantenimiento de maquinaria y aparatos eléctricos,
,2048,,#N/A,#N/A,HIDRO MECANICA ARGENTINA SA,www.mycflow.com.ar,Fabricación de bombas 2,,
,2049,,#N/A,#N/A,SINFINES FAS SA,www.sinfinesfas.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),,
,2050,,#N/A,#N/A,ARPEX ARGENTINA SRL,www.arpex.com.ar,Fabricación de productos de corcho,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,2051,,#N/A,#N/A,IDIOMA GRAFICO SRL,www.idiomagrafico.com.ar,Servicios relacionados con la impresión,Impresión de diarios y revistas,
,2052,,#N/A,#N/A,IMX SRL,www.dedicar-arg.com,Servicios relacionados con la impresión,Venta al por mayor de mercancías n.c.p.,
,2053,,#N/A,#N/A,COMPAÑIA GATE WAY SA,www.materiapixel.com.ar,Servicios relacionados con la impresión,Servicios de publicidad n.c.p.,
,2054,,#N/A,#N/A,COMPANIA ARGENTINA DE DISENO AMOBLAMIENTO Y CONSTRUCCIONES C A D A C SA,,"Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas","Venta al por menor de hilados, tejidos y artículos de mercería (Incluye mercerías, sederías, comercios de venta de lanas y otros hilados, etc.)",
,2055,,#N/A,#N/A,INDUSTRIAS METALURGICAS CYS SRL,,Fabricación de carpintería metálica,"Cultivo de oleaginosas n.c.p. excepto soja y girasol (Incluye los cultivos de oleaginosas para aceites comestibles y/o uso industrial: cártamo, colza, jojoba, lino oleaginoso, maní, ricino, sésamo, tung, etc.)",
,2056,,#N/A,#N/A,ARMEXAS SA,www.armexas.com.ar,Fabricación de carpintería metálica,,
,2057,,#N/A,#N/A,PRO DESIGN SRL,www.pro-design.com.ar,Servicios relacionados con la impresión,,
,2058,,#N/A,#N/A,CARROCERIAS LUCERO SRL,www.carroceriaslucero.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,Reparación y pintura de carrocerías colocación y reparación de guardabarros y protecciones exteriores,
,2059,,#N/A,#N/A,ANGEL Y FRANCISCO FONTANET SRL,www.calderasfontanet.com.ar,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",Fabricación de generadores de vapor,
,2060,,#N/A,#N/A,FALMET SRL,www.grupofalmet.com.ar,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)","Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,2061,,#N/A,#N/A,MUZIO DOMINGO JESUS Y MUZIO JOSE EUGENIO SH,,Fabricación de productos metálicos para uso estructural,,
,2062,,#N/A,#N/A,NUMACO SA,www.nuncioderosa.com.ar,"Fabricación de cuerdas, cordeles, bramantes y redes",,
,2063,,#N/A,#N/A,MEGATECH ESTRUCTURAS SAS,,Fabricación de productos metálicos para uso estructural,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios, la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",
,2064,,#N/A,#N/A,SOLMET SRL,www.solmetposadas.com.ar,Fabricación de productos metálicos para uso estructural,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,2065,,#N/A,#N/A,TEKMATIC SA,www.tekmatic.com.ar,Fabricación de maquinaria metalúrgica,,
,2066,,#N/A,#N/A,SURGENTE MOLINOS SA,,Fabricación de maquinaria y equipo de uso agropecuario y forestal,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,2067,,#N/A,#N/A,ERAITKUNTZA SUTEGI SRL,www.metechegaray.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de productos metálicos de tornería y/o matricería,
,2068,,#N/A,#N/A,INDEPENDENCIA SRL,,Acabado de productos textiles,,
,2069,,#N/A,#N/A,ESTABLECIMIENTO MIC SRL,,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,,
,2070,,#N/A,#N/A,MELTEC SA,www.gewissar.com.ar,Fabricación de lámparas eléctricas y equipo de iluminación,,
,2071,,#N/A,#N/A,MARMOLES GRANITOS SRL,www.marmolesygranitossa.com.ar,"Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.)",,
,2072,,#N/A,#N/A,COSTASAN SRL,www.costasam.com.ar,Servicios relacionados con la impresión,"Impresión n.c.p., excepto de diarios y revistas",
,2073,,#N/A,#N/A,JAV SOCIEDAD ANONIMA,www.incarvitt.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,Reparación y pintura de carrocerías colocación y reparación de guardabarros y protecciones exteriores,
,2074,,#N/A,#N/A,BOBIARE SA,www.bobiaresa.com.ar,Tratamiento y revestimiento de metales y trabajos de metales en general,,
,2075,,#N/A,#N/A,LIBERMET SRL,,Fabricación de carpintería metálica,"Venta al por mayor de aberturas (Incluye puertas, ventanas, cortinas de enrollar, madera, aluminio, puertas corredizas, frentes de placard, etc.)",
,2076,,#N/A,#N/A,SUR EXTREMO SA,www.shawer.com,Fabricación de carpintería metálica,Fabricación de productos de vidrio n.c.p.,
,2077,,#N/A,#N/A,IMAK ARGENTINA SRL,www.imakargentina.com,Fabricación de carpintería metálica,Servicios empresariales n.c.p.,
,2078,,#N/A,#N/A,BAG FLEX SA,,Fabricación de bolsas de materiales textiles para productos a granel,"Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural",
,2079,,#N/A,#N/A,CYMBAL SRL,,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico","Venta al por menor de calzado, excepto el ortopédico y el deportivo (No incluye almacenes de suelas 464142)",
,2080,,#N/A,#N/A,TRIMET SA,www.trimet.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",Fabricación de productos metálicos para uso estructural,
,2081,,#N/A,#N/A,GRUPO GALNOS SRL,,Fabricación de envases plásticos,,
,2082,,#N/A,#N/A,LE MIRAGE SA,www.movi.com.ar,Fabricación de envases plásticos,,
,2083,,#N/A,#N/A,ANACON SA,www.anacon.com.ar,Fabricación de productos metálicos para uso estructural,Venta al por mayor de metales y minerales metalíferos,
,2084,,#N/A,#N/A,EZEQUIEL MADERAS SRL,www.bbt11.com.ar,Aserrado y cepillado de madera implantada,"Venta al por menor de maderas y artículos de madera y corcho, excepto muebles",
,2085,,#N/A,#N/A,NESTOR ROBERTO MANAUTA Y VIVIANA NILDA MANAUTA SH,www.cerradurasro-man.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",,
,2086,,#N/A,#N/A,TECNOLOGIA CONTRA INCENDIOS SA,www.tecin.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,Reparación y mantenimiento de máquinas y equipo n.c.p.,
,2087,,#N/A,#N/A,HARDTRAC SA,www.tronador.com.ar,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,,
,2088,,#N/A,#N/A,COOLTOYS SRL,www.plastigal.com.ar,Fabricación de juegos y juguetes,"Confección de ropa interior, prendas para dormir y para la playa",
,2089,,#N/A,#N/A,MIGTAL SA,www.hoser.com.ar,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)","Instalaciones de ascensores, montacargas y escaleras mecánicas",
,2090,,#N/A,#N/A,TESIS INFORMATICA SRL,,Fabricación de equipos y productos informáticos,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",
,2091,,#N/A,#N/A,PUNTO CONTROL SA,www.puntocontrol.com.ar,Fabricación de equipos y productos informáticos,,
,2092,,#N/A,#N/A,BIOPOL SA,,Fabricación de envases plásticos,Venta al por mayor de artículos de plástico,
,2093,,#N/A,#N/A,SMART GROUP SRL,www.smartcomputacion.com,Fabricación de equipos y productos informáticos,"Venta al por menor de aparatos de telefonía y comunicación (Incluye teléfonos, celulares, fax, etc.)",
,2094,,#N/A,#N/A,CLEANER SA,www.cleaner.com.ar,"Fabricación de preparados para limpieza, pulido y saneamiento",,
,2095,,#N/A,#N/A,ABERTURAS ALTA SEGURIDAD SRL,www.puertaseurolock.com,Fabricación de aberturas y estructuras de madera para la construcción,,
,2096,,#N/A,#N/A,GOBERMA SA,www.intercom.com.ar,Fabricación de carpintería metálica,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios, la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",
,2097,,#N/A,#N/A,METALURGICA DEL SUR SRL,,Fabricación de carpintería metálica,"Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,2098,,#N/A,#N/A,VIDRIERIA RUBIOLO SRL,www.vidrieriarubiolo.com.ar,Fabricación de carpintería metálica,Venta al por mayor de artículos de vidrio,
,2099,,#N/A,#N/A,TELGATEX SRL,www.telgatex.com.ar,"Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas","Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales",
,2100,,#N/A,#N/A,TECNOPESCA ARGENTINA SA,www.godoycommerce.com,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,
,2101,,#N/A,#N/A,DELTA ARENAS INDUSTRIALES SA,,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",,
,2102,,#N/A,#N/A,CEMENTUB SA,www.copetel.com.ar,"Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,2103,,#N/A,#N/A,SIDEREA SAICA,www.siderea.com.ar,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,,
,2104,,#N/A,#N/A,NEOCOLOR SRL,www.neocolor.com.ar,"Fabricación de carteles, señales e indicadores -eléctricos o no-",Servicios relacionados con la impresión,
,2105,,#N/A,#N/A,BUCHI ARGENTINA SRL,www.buchicnc.com.ar,"Fabricación de carteles, señales e indicadores -eléctricos o no-",Venta al por mayor de máquinas - herramienta de uso general,
,2106,,#N/A,#N/A,INTER SIGN SA,www.segovialetreros.com,"Fabricación de carteles, señales e indicadores -eléctricos o no-",,
,2107,,#N/A,#N/A,LIXIS SA,,Fabricación de maquinaria y equipo de uso especial n.c.p.,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,
,2108,,#N/A,#N/A,BERANDEBI SA,www.berandebi.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,
,2109,,#N/A,#N/A,INSEGRA SRL,www.sellosinsegra.com.ar,Fabricación de productos de caucho n.c.p.,,
,2110,,#N/A,#N/A,INDUSTRIAL PATAGONIA SA,www.grcauchos.com.ar,Fabricación de productos de caucho n.c.p.,,
,2111,,#N/A,#N/A,MECANGOMA SRL,www.mecangoma.com.ar,Fabricación de productos de caucho n.c.p.,,
,2112,,#N/A,#N/A,LOS CONCE SAIMCIF,www.losconce.com.ar,"Fabricación de motores, generadores y transformadores eléctricos",Reparación y mantenimiento de máquinas y equipo n.c.p.,
,2113,,#N/A,#N/A,IN GE PRO SA,,Fabricación de productos elaborados de metal n.c.p.,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,2114,,#N/A,#N/A,MULTIPACK SRL,www.multipacksrl.com.ar,Fabricación de papel ondulado y envases de papel,,
