id,entity_id,category_id,,,,,,,
,133,,#N/A,#N/A,BRINSA SRL,,Fundición de metales no ferrosos,,
,134,,#N/A,#N/A,IMPULSORA METALURGICA DEL NOROESTE SA,www.impulsora.com.ar,Fundición de metales no ferrosos,Recuperación de materiales y desechos no metálicos,
,135,,#N/A,#N/A,MANU FACTURAS TEXTIL MATANZA SRL,,"Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas",,
,136,,#N/A,#N/A,TEJEDURIA STAMATI SA,www.tejeduriastamati.com.ar,"Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas","Venta al por mayor de mantelería, ropa de cama y artículos textiles para el hogar",
,137,,#N/A,#N/A,NOLOR SRL,www.cleanon.com.ar,"Fabricación de preparados para limpieza, pulido y saneamiento","Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,138,,#N/A,#N/A,INSTRUMENTS AVIONICS SERVICE SRL,,Fabricación y reparación de aeronaves,Reparación y mantenimiento de máquinas y equipo n.c.p.,
,139,,#N/A,#N/A,ALAMBRES INDUSTRIALES TREFILADOS SRL,www.house.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",
,140,,#N/A,#N/A,PROMARINE SA,www.astilleroarcoiris.com,Construcción y reparación de embarcaciones de recreo y deporte,,
,141,,#N/A,#N/A,PEGATEL SOC DE HECHO DE SALAMONE MARCELO SMIRAGLIA ANGELICA,,Acabado de productos textiles,,
,142,,#N/A,#N/A,HERRAJES ROMA SAICIA,www.herrajesroma.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.","Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,143,,#N/A,#N/A,TEXOPLAST SAIC,www.paddletexo.com,"Fabricación de artículos de deporte (Incluye equipos de deporte para gimnasia y campos de juegos, equipos de pesca y camping, etc., excepto indumentaria deportiva: 141040)",,
,144,,#N/A,#N/A,INDUSTRIAS VICTOR JURI SA,www.victorjuri.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,
,145,,#N/A,#N/A,TAMEBA SRL,www.tameba.com.ar,Fabricación de productos metálicos para uso estructural,Fabricación de carpintería metálica,
,146,,#N/A,#N/A,OBRAS Y PROYECTOS SRL,www.obras-proyectos.com.ar,Fabricación de productos metálicos para uso estructural,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,147,,#N/A,#N/A,INAER SA,www.inaer.com.ar,Fabricación de productos metálicos para uso estructural,,
,148,,#N/A,#N/A,ARTES GRAFICAS UNION SA,,Impresión de diarios y revistas,"Edición de libros, folletos, y otras publicaciones",
,149,,#N/A,#N/A,LOS TALARES SA,www.lostalares.com,Aserrado y cepillado de madera implantada,Aserrado y cepillado de madera nativa,
,150,,#N/A,#N/A,BENEVENUTA ARGENTINA SA,www.benevenuta.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,151,,#N/A,#N/A,CIA PANAMERICANA DE ACEROS SA,www.ciapanamericana.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),Venta al por mayor de metales y minerales metalíferos,
,152,,#N/A,#N/A,TEXTIL KOPRUCH SA,,Fabricación de productos textiles n.c.p.,,
,153,,#N/A,#N/A,LABORATORIOS ELWYN SA,,Fabricación de productos textiles n.c.p.,"Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",
,154,,#N/A,#N/A,MADER ZU LIMITADA SRL,,Aserrado y cepillado de madera implantada,,
,155,,#N/A,#N/A,ANCERS SA,www.ancers.com.ar,Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios,,
,156,,#N/A,#N/A,CERAMICA COSMOS SRL,www.grupocosmos.com.ar,Fabricación de revestimientos cerámicos,,
,157,,#N/A,#N/A,FIORI COMERCIAL SRL,www.fiorisa.com,Fabricación de ataúdes,Venta al por mayor en comisión o consignación de mercaderías n.c.p.,
,158,,#N/A,#N/A,JOYFUL SA,www.corintonline.com.ar,Fabricación de medias,"Venta al por menor de ropa interior, medias, prendas para dormir y para la playa (Incluye corsetería, lencería, camisetas, medias excepto ortopédicas, pijamas, camisones y saltos de cama, salidas de baño, trajes de baño, etc.)",
,159,,#N/A,#N/A,REY GOMA SRL,www.reygoma.com.ar,Fabricación de autopartes de caucho excepto cámaras y cubiertas,,
,160,,#N/A,#N/A,BOUNOUS HNOS INDUSTRIAS METALURGICAS SA,www.dyprocesos.com.ar,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",Reparación y mantenimiento de maquinaria de uso general,
,161,,#N/A,#N/A,MEGABAY SA,www.orlightlaser.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.,
,162,,#N/A,#N/A,SAFICO SA,www.mijovi.com.ar,"Preparación de fibras textiles vegetales desmotado de algodón (Incluye la preparación de fibras de yute, ramio, cáñamo y lino)","Preparación de fibras textiles vegetales desmotado de algodón (Incluye la preparación de fibras de yute, ramio, cáñamo y lino)",
,163,,#N/A,#N/A,CERAMICA RUTA 16 SRL,,Fabricación de ladrillos,Venta al por menor de materiales de construcción n.c.p.,
,164,,#N/A,#N/A,HORMIGONES RIO SALADO SA,www.riosaladosrl.com.ar,Elaboración de hormigón,Venta al por mayor de artículos para la construcción n.c.p. (No incluye artículos y materiales de demolición: 466990),
,165,,#N/A,#N/A,DIQUE POTRERILLOS SA,,Elaboración de hormigón,,
,166,,#N/A,#N/A,S AJMECHET E HIJOS SA,,"Impresión n.c.p., excepto de diarios y revistas",,
,167,,#N/A,#N/A,ANYX SRL,www.morelloarg.com.ar,Fabricación de equipos y productos informáticos,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos",
,168,,#N/A,#N/A,ORTOPEDIA BILBAO SRL,www.ortopediabilbao.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Venta al por menor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",
,169,,#N/A,#N/A,FLEXAFIL SACI,www.sabilex.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",,
,170,,#N/A,#N/A,SURGICAL SUPPLY SRL,www.surgicalsupply.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico (Incluye venta de equipos de diagnóstico y tratamiento, camillas, cajas de cirugía, jeringas y otros implementos de material descartable, etc.)",
,171,,#N/A,#N/A,PRODUCTOS INDUSTRIALES SRL,,Fabricación de somieres y colchones,Venta al por mayor de muebles excepto de oficina artículos de mimbre y corcho colchones y somieres,
,172,,#N/A,#N/A,HARDTECH INC SRL,www.hardtech.com.ar,Tratamiento y revestimiento de metales y trabajos de metales en general,Fabricación de productos elaborados de metal n.c.p.,
,173,,#N/A,#N/A,FAYVA SRL,www.fayvasrl.com.ar,Construcción y reparación de embarcaciones de recreo y deporte,,
,174,,#N/A,#N/A,PLOTEOS SRL,www.ploteos.com,"Impresión n.c.p., excepto de diarios y revistas",Servicios relacionados con la impresión,
,175,,#N/A,#N/A,SU PAPEL SA,www.supapel.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,176,,#N/A,#N/A,AMOBLAR Y EQUIPAR SRL,www.amoblaryequipar.com.ar,Aserrado y cepillado de madera nativa,"Venta al por menor de maderas y artículos de madera y corcho, excepto muebles",
,177,,#N/A,#N/A,COMPUTACION DEL LITORAL SRL,www.badeninformatica.com.ar,Fabricación de equipos y productos informáticos,Fabricación de componentes electrónicos,
,178,,#N/A,#N/A,AISLAR DOBLE VIDRIADO HERMETICO SRL,www.aislarweb.com,Fabricación de productos de vidrio n.c.p.,Fabricación de carpintería metálica,
,179,,#N/A,#N/A,METALURGICA QUINTINO SRL,www.quintino.com.ar,Fabricación de maquinaria metalúrgica,Fabricación de productos metálicos para uso estructural,
,180,,#N/A,#N/A,EXPRESION GRAFICA SRL,,"Impresión n.c.p., excepto de diarios y revistas",,
,181,,#N/A,#N/A,EDSYMAR SA,,Fabricación de productos de vidrio n.c.p.,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placarás, etc.)",
,182,,#N/A,#N/A,TESTE SA,www.testesa.com.ar,Fabricación de productos de vidrio n.c.p.,,
,183,,#N/A,#N/A,ANDIF SRL,,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",Fabricación de cajas de seguridad,
,184,,#N/A,#N/A,CASIU SA,www.casaiusem.com.ar,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",,
,185,,#N/A,#N/A,PC RETAIL SA,www.pc-retail.com.ar,Fabricación de equipos y productos informáticos,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",
,186,,#N/A,#N/A,SEAL SRL,www.sealsrl.com.ar,Fabricación de productos metálicos para uso estructural,Servicios relacionados con la impresión,
,187,,#N/A,#N/A,SAN PACIFICO SRL,www.modestini.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),Venta al por mayor de artículos de bazar y menaje excepto de vidrio,
,188,,#N/A,#N/A,ALUMINIOS Y VIDRIOS GROUP SRL,www.ayvgroup.com.ar,Fabricación de carpintería metálica,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",
,189,,#N/A,#N/A,DELCAPACK SA,www.delcapack.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,
,190,,#N/A,#N/A,INDUSTRIAS DROT SRL,www.drot.com.ar,"Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes",,
,191,,#N/A,#N/A,ANDERSCH INGENIERIA SRL,www.anderschingenieria.com.ar,"Fabricación de carteles, señales e indicadores -eléctricos o no-","Fabricación de muebles y partes de muebles, principalmente de madera",
,192,,#N/A,#N/A,ALFREDO OMAR POTENZA SRL,,Fabricación de productos textiles n.c.p.,,
,193,,#N/A,#N/A,INDUSTRIAS QUILMES SAU,www.inquisa.com.ar,Fabricación de productos textiles n.c.p.,,
,194,,#N/A,#N/A,BOTONERA MALAVER SAIC,www.malaver.com,Fabricación de productos textiles n.c.p.,,
,195,,#N/A,#N/A,SU LLANT SA,www.sullant.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,196,,#N/A,#N/A,EQUIPPING SA,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,197,,#N/A,#N/A,PHONEX ISOCOR SA,www.phonex-isocor.com,Fabricación de productos elaborados de metal n.c.p.,,
,198,,#N/A,#N/A,LA PLATA STEEL SA,www.laplatasteel.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de metales y minerales metalíferos,
,199,,#N/A,#N/A,FITELGOM INDUSTRIAL COMERCIAL Y AGROPECUARIA SA,,Fabricación de productos textiles n.c.p.,,
,200,,#N/A,#N/A,MB TEXTIL SRL,www.mbtextil.com,Fabricación de productos textiles n.c.p.,,
,201,,#N/A,#N/A,ANODOS MAGNALUN SA,www.magnalum.com.ar,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,,
,202,,#N/A,#N/A,KANSACO PETROQUIMICA SA,www.kanfaco.com,Fabricación de productos de la refinación del petróleo,,
,203,,#N/A,#N/A,TVE SRL,www.tverticales.com.ar,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)","Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.)",
,204,,#N/A,#N/A,PELTEX ARGENTINA SA,www.perimetro.com.ar,Fabricación de productos textiles n.c.p.,"Fabricación de frazadas, mantas, ponchos, colchas, cobertores, etc.",
,205,,#N/A,#N/A,IFEL SRL,,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo","Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
,206,,#N/A,#N/A,LABORATORIOS GREYTON ARGENTINA SA,www.laboratoriosgreyton.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,207,,#N/A,#N/A,MUNDO PACK SRL,www.mundopacksrl.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de mercancías n.c.p.,
,208,,#N/A,#N/A,ACQUATERM SRL,www.caldaia.com.ar,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",,
,209,,#N/A,#N/A,MERCOPLAST SA,www.outeiral.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,210,,#N/A,#N/A,PIZZINI SA,www.pizzini.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de artículos de librería y papelería,
,211,,#N/A,#N/A,WELTTECHNIK SA,www.welttechnik.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placarás, etc.)",
,212,,#N/A,#N/A,TALLER BAIGORRIA SA,www.tallerbaigorria.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,213,,#N/A,#N/A,FARAVELLI SA,www.faravelli.com.ar,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",,
,214,,#N/A,#N/A,MURVI SA,www.murvi.com.ar,Fabricación de mosaicos,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración",
,215,,#N/A,#N/A,INELPA TRANSFORMADORES SA,www.inelpa.com.ar,"Fabricación de motores, generadores y transformadores eléctricos",Reparación y mantenimiento de máquinas y equipo n.c.p.,
,216,,#N/A,#N/A,CONSTRUCCIONES ELECTRICAS ZORZAN SA,,"Fabricación de motores, generadores y transformadores eléctricos",Instalación de maquinaria y equipos industriales,
,217,,#N/A,#N/A,SISTEMAS DE CARGA SA,,Fabricación de productos elaborados de metal n.c.p.,,
,218,,#N/A,#N/A,JORGE MANES SA,www.jorgemanes.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,219,,#N/A,#N/A,FERIGUTTI MARIO Y FERIGUTTI FLAVIO ADRIANO SH,www.ferigutti.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",
,220,,#N/A,#N/A,DEMIK SRL,www.demikelectromedica.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",,
,221,,#N/A,#N/A,DELOS SRL,www.delos.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera",Venta al por mayor de muebles e instalaciones para oficinas,
,222,,#N/A,#N/A,FRANCISCO SALZANO SAICIA,,Aserrado y cepillado de madera nativa,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,223,,#N/A,#N/A,CARTOUCH ARGENTINA SRL,www.fanazul.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,
,224,,#N/A,#N/A,IVAN SA,,Fabricación y elaboración de vidrio plano,Venta al por mayor de cristales y espejos,
,225,,#N/A,#N/A,TECNO LIGHT SRL,www.tecnolightsrl.com,"Fabricación de carteles, señales e indicadores -eléctricos o no-",Fabricación de productos elaborados de metal n.c.p.,
,226,,#N/A,#N/A,GRUPO MEDIOS LITORAL SA,www.medioslitoral.com.ar,"Fabricación de carteles, señales e indicadores -eléctricos o no-",Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p. (Incluye compr,
,227,,#N/A,#N/A,TALLTER SRL,,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)","Extracción de productos forestales de bosques cultivados (Incluye tala de árboles, desbaste de troncos y producción de madera en bruto, leña, postes)",
,228,,#N/A,#N/A,MULTICINTAS SA,www.multicintassa.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,
,229,,#N/A,#N/A,BOUNOUS MAQUINARIAS SA,www.cegnet.com.ar,"Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (Incluye la fabricación de máquinas y equipos viales, equipos para la extracción de petróleo y gas, etc.)","Fabricación de motores, generadores y transformadores eléctricos",
,230,,#N/A,#N/A,MINASSIAN SA,,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico","Venta al por menor de calzado, excepto el ortopédico y el deportivo (No incluye almacenes de suelas 464142)",
,231,,#N/A,#N/A,INVAP INGENIERIA SA,www.invap.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
